TC5_W35,TC6A_W35,TC6B_W35,SNSA_W35,SNSB_W35,SNSE_W35,SM6A_W35,F_SEX_FINAL,F_CREGION_FINAL,F_EDUCCAT_FINAL,F_RACECMB_RECRUITMENT,F_AGECAT_FINAL,F_INCOME_FINAL,F_IDEO_FINAL,SM6B_W35,SM8A_W35,SM8B_W35,SM8C_W35,SM10A_W35,SM10B_W35,SM10C_W35,SM10D_W35,SM10E_W35,SM11_W35,SM3_W35,SM7_W35,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,WEIGHT_W35
1,1,2,1,0,0,3,1,3,1,2,4,7,4,2,2,2,2,2,2,2,2,2,2,2,1,-1.2539561513726234,-1.154166427570557,0.5739686275492333,3.0566451282760303,0.8695698777300266,0.9867204760705433,0.45252113559665463,-0.172547284853871,0.9695256511788796,0.831871707
1,3,3,0,0,1,2,1,4,1,1,2,9,3,1,2,2,2,2,2,2,2,2,2,2,3,-0.012739884255606574,-0.11929257484339209,-0.33948788047481365,-0.3657434182212903,0.8123197617980837,0.2406609765687499,0.8757965565674437,0.355687997758318,-0.6295506929354142,0.1385015623
3,3,3,0,0,0,1,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,-1.1897075778087713,-0.8834066415564901,1.0597669684892843,-0.02511916010238588,2.1670013386107363,-0.900991373900907,-1.4081580102942963,-0.7100262338254825,1.7272315789760104,0.3101428049
1,1,2,0,0,0,3,1,1,1,1,4,6,5,3,2,2,2,2,2,2,2,2,2,2,1,0.6428080807610367,0.13479596664407584,0.6202434083181336,-0.8693605346759988,0.423089872165187,-0.11273542366029606,0.883918294191173,0.4942977204172132,-1.7113967542695039,0.2692213231
1,3,3,1,0,0,3,1,3,1,1,3,8,4,3,1,1,1,2,2,2,2,2,2,2,4,0.32998679552120913,0.6328987844342345,-0.17283017359882702,0.640507944172319,0.6254269871507442,1.714870228601777,0.09463098088528907,-0.7993220587148483,0.10438421453769886,0.5749298467
3,1,1,1,0,0,1,2,3,2,1,3,8,3,2,2,2,2,1,2,1,1,2,2,2,3,1.2034940557250182,1.3813324462557546,-0.2618034410630971,-0.6754486293208184,-1.3190554194778266,0.059487664933415445,0.0692430140265588,-0.44513198416178457,-0.5765019264062209,0.8453641292
3,2,1,1,0,0,2,1,2,3,1,2,9,2,1,1,2,2,2,2,2,2,2,2,2,1,-0.46702887092646844,0.853680562390835,-0.355952727543725,-0.9391363075561897,0.22966014304693383,0.4835989348960174,2.019800797274131,0.6555042871118218,-0.662691011342644,0.5176729148
1,3,1,1,0,0,1,2,3,2,1,3,3,3,3,2,2,2,2,2,1,1,2,2,2,1,1.6012523977485924,1.1221444807588046,0.015874756558661416,-1.0451468007093039,-1.5935654887530524,-0.17484271536264342,-0.1730641444196446,0.22030176061917486,1.4567517480746852,1.0327029046
1,1,3,1,1,0,1,2,1,1,1,2,5,5,3,2,2,2,1,1,1,1,1,1,2,3,-0.9930533311522082,-0.914198335587102,0.6784433026102343,-0.3770046864223415,0.23435495187045882,-0.4865045470910188,-1.2310468227847942,-0.7580880737499857,-0.36740418464638264,0.2865318819
3,3,3,1,0,0,3,1,1,1,1,3,9,3,3,2,2,2,2,2,1,2,1,2,1,3,-0.1375829888473143,-0.04230740997884669,-0.5553371661346527,0.6528799362162502,0.07380344756716017,0.6677844475756876,-0.07589525008221315,0.5843140302917091,1.2793216350944947,0.3914899632
3,2,1,1,0,0,1,1,3,1,1,3,6,2,2,1,2,2,1,2,1,1,2,1,2,2,-0.1296848355490829,-0.10273069884565898,-0.8718986450381035,0.25855001802895494,-0.058561849151710116,-0.9286964690820605,-1.4373516118059841,0.016328224932416837,-0.4002589697133501,0.1229091407
1,1,1,1,1,0,2,1,2,1,1,2,9,1,1,1,2,2,2,2,2,2,2,2,2,1,0.11656772269746231,1.6067226437747741,-0.027011694999666328,-0.7867021515780684,-0.48758717052402323,-0.6668904481509211,-0.3715467844180004,-0.40910090560576673,-1.6177002737065522,0.188454847
2,3,1,1,1,1,3,2,4,2,1,2,8,1,2,2,2,2,2,2,2,2,2,2,2,1,-0.5137074790144129,-0.05150095198871184,-1.8076190815424953,0.6600905441222732,-0.5901043201414479,-1.0817779242717371,1.1366260141626967,-0.46476236703881274,1.4462358929149401,0.3043207371
3,3,1,1,0,1,3,1,4,2,1,3,6,2,1,2,2,2,2,2,1,1,2,2,2,1,-0.48773563306555995,-0.7822934376835624,1.4992905355730348,-0.9032336915685049,1.181805377562825,-0.7138440501883554,-0.31787557806348016,0.1643437091167053,-0.26352320425835485,1.5295606805
3,3,3,1,0,0,1,2,3,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1.5356588354589262,0.8475327519841221,-0.3358550008238315,0.7593787125261596,0.10588558221750186,0.35855961828855454,0.6405090809995204,0.12349038944453083,1.1037373814761517,1.9839074605
3,3,3,1,0,0,3,1,2,1,1,2,8,3,3,2,2,2,2,2,2,2,2,2,2,3,-0.1838523418245343,0.524278141733545,1.5076245924532956,-0.21166015527681636,-0.04838573977984624,0.6902415026566981,1.7986063876248208,1.6678568929102324,-0.7417107004208012,0.1568696237
3,2,1,1,1,0,3,1,3,2,1,4,4,2,3,2,2,2,2,2,1,1,2,2,2,2,-1.4210589074446838,-0.38017072706257793,-0.4106809010742309,-0.22430748979330123,0.20362808556820725,-0.4246583492004785,1.0669961253144593,0.9333764578108853,0.5343295616205127,0.4325755785
3,3,3,1,1,0,1,2,3,2,1,4,8,4,3,2,2,2,2,2,2,2,2,2,2,2,0.8764811796385845,0.8876224463247246,1.336335954079693,0.6752174459269852,-1.2207413413486368,-1.1114377764676673,-0.49494952667080616,-0.008710247409639172,0.311391711759112,0.2300810139
3,3,3,1,0,0,3,1,2,1,1,3,9,3,3,2,2,2,2,2,2,2,2,2,2,1,0.8884861991754591,0.25137817838608534,1.2187689031628375,-1.2190466790552759,0.8010945353698177,0.170202310243895,-0.979577262754307,1.9436109906753596,1.503073687185212,0.1441821592
1,1,3,1,0,1,1,2,1,2,1,2,2,3,3,1,2,2,2,2,2,2,2,2,2,1,1.121546523203507,0.19090903008276466,-0.33246749125513125,-0.8187553321195375,0.56748925999977,-0.9755189577828908,-0.3516952946026787,-0.6939420011094366,-0.460530861003188,0.5856613132
1,1,2,1,0,0,1,1,2,3,1,4,7,3,3,2,2,2,2,2,2,2,1,2,2,2,1.5542182238593516,-1.120211130075147,0.41489324901477337,-0.3282977680931777,0.8451629282883084,0.2068225546708095,-0.6045580174254981,0.5081917241736537,1.3711502415330836,2.2641932865
1,3,1,1,0,0,3,1,3,1,1,3,8,2,1,2,2,2,2,2,2,2,2,2,1,1,0.3703116604283278,0.13000258622661826,1.294341686280444,-0.8654991171196861,0.4720408483580206,0.2560331530069434,-0.10808689734860111,0.4241357486244157,0.4913825115934825,0.1309763981
3,1,1,1,0,0,2,2,4,1,1,2,7,2,1,2,2,2,2,2,1,2,2,2,2,1,0.24698621915602795,1.080316963408214,0.14165345284209432,-0.7287008205640378,-0.5861721496298852,-0.09042161407927753,0.8128823599643186,0.20660763369149765,0.4238035293001942,0.3639772875
1,3,1,1,0,0,3,2,4,3,1,3,4,3,3,2,2,2,1,2,2,1,2,1,2,1,0.7017983258733425,-0.29246707715882897,1.1108354964124885,-0.5393438717473931,-1.14402513014123,-0.7107694773573274,0.3803487587162753,-0.6416844366008829,0.5496088181866199,0.476249015
1,1,1,0,0,0,2,1,1,1,1,3,8,1,3,1,2,1,2,2,2,2,2,2,2,1,-0.6716721400916896,0.9747306680131771,-0.7205877495716446,0.15244327203204672,1.9376192952806484,1.1907999817690322,-1.0243920020741943,0.7077400902006842,1.3731547040981997,0.0922839966
1,3,3,1,0,0,2,1,3,3,2,3,1,4,3,2,2,2,2,2,2,2,2,2,1,3,-1.511940618320796,1.3621339977064184,0.5769843293756737,0.034942447883361386,-0.5819103389647073,1.5371312684912934,0.8056910986592835,-1.7107977651931838,1.4920154021995105,3.6954359427
1,1,1,1,0,0,1,2,4,1,1,4,6,3,2,2,2,2,2,2,2,2,2,2,2,1,-1.4619814261524064,1.2451080763892837,-0.2239286336701767,-0.7928869171632773,-0.3637973346147167,1.9840425913693986,-1.269248861109599,2.2335122720943645,1.490582018461334,0.1612363586
1,3,3,1,1,1,3,2,3,3,1,2,9,3,3,1,1,1,2,2,2,2,2,2,2,2,0.17227520797457402,-1.2115121685841845,1.9262096850956256,0.5679727197350203,-0.5718453355006727,-0.10226155639664763,-0.14623688039314678,-0.39167449259910586,1.420981312144073,1.0215195347
1,3,1,1,0,0,1,2,2,1,1,2,6,4,3,2,2,2,1,2,1,1,2,2,2,3,0.6161840481810126,-0.028997472406847143,-0.6120461987440046,0.5686029047054786,-0.18504863471129887,-1.0338320257556624,0.4134494995077503,-0.8177087093442889,0.29868279656927565,0.3033618477
1,3,3,1,1,1,1,2,3,1,1,2,8,4,3,2,2,2,2,2,1,2,1,2,1,2,0.7332989280788552,-0.48511356455001736,0.5253471707477717,0.8991635985770728,-0.3759629638194842,-0.979163410553746,0.06397809026364838,-0.9727706271823464,-0.6807324684423653,0.1963576575
3,1,2,1,0,1,3,2,3,2,1,3,6,3,2,1,1,1,1,2,2,2,2,2,2,2,-0.2639576888651795,0.2062366655223935,-0.7590361547638674,-0.6461448919858618,0.4576844607994635,-0.9255696999668535,0.14763993190438177,-0.13156306715898172,0.6226593550250319,0.0922839966
1,3,3,1,1,0,1,1,4,1,1,1,1,4,2,2,2,2,2,2,1,1,2,2,2,3,0.5057632429741635,-0.753655016294099,-0.35864941248415555,-0.6080216424345403,0.01428922655341031,0.12846750053029796,-0.4546535409608905,-0.37928431661908707,-0.5548305786871646,0.1208538503
1,3,1,1,1,1,3,1,3,1,2,1,6,5,3,1,1,2,1,1,1,1,1,2,2,2,-0.13832677382762876,-0.126923100905791,-0.24552021840122346,-0.7174159954439256,-0.2219256032719514,-0.8020847721568338,-0.8038244463753291,-0.8034723760911785,-0.3232870371888713,0.1412007741
1,3,1,1,0,1,1,2,3,2,2,3,7,5,3,2,2,2,2,2,1,1,2,2,1,2,1.1722967393137402,-0.41115165169548673,0.11899631603743697,0.13611503573949527,0.05476182452765767,0.4909578635110443,0.7553182212636066,0.8264211227195186,0.3340242216524222,0.2979372
3,1,1,1,0,0,3,2,1,3,1,4,4,2,3,2,2,2,2,2,2,2,2,2,2,1,-0.9402251302765887,-0.9121887150254422,0.709470447330509,-0.9568910777779128,-0.14208852893488738,0.3181898896866784,1.4359325887390857,-0.13969534038888407,1.6441560554655346,1.8663056866
1,3,3,1,0,1,3,2,3,2,2,2,6,2,2,2,1,2,2,2,2,2,2,2,2,4,-0.13666516061477185,-0.3962574035105087,-0.6086245780695995,1.8780028289311463,0.07555809454991275,-1.0362300982572183,1.4200236729765374,-1.5398948836476387,-0.8582587579582164,2.3999695263
3,3,1,1,0,0,3,2,4,2,1,4,3,1,3,2,2,2,2,2,2,2,2,2,2,1,-1.4771804582035926,0.6385527112123157,0.8352084003094556,0.9017543896238351,2.3421810117018453,1.1853498937914138,0.017187797343394266,1.2198574812841558,1.1083630553926513,1.3216749661
3,1,2,1,1,1,3,2,3,2,2,1,1,4,3,2,2,2,2,2,2,2,2,2,2,4,2.3454660867342856,0.1896109211144446,1.5973303960664649,-0.5627411981976769,-1.6139519300434038,2.841367692282402,1.595805462309319,1.6933262334706392,-1.0345386537631924,0.4037675106
1,1,1,1,0,1,3,2,3,3,1,4,5,1,3,2,2,2,2,2,2,1,2,2,2,1,-1.2167612681591744,-1.0337528721418536,0.5016289122272847,-0.1388817119577737,-0.062434569836957145,0.30094343952468283,-0.4395076912554565,1.3785335100841942,0.5493831867531933,1.8560049599
3,3,3,0,0,0,3,2,2,3,2,4,4,3,3,2,2,2,2,2,2,1,2,2,1,2,-1.2742335091269426,-1.1396403984482766,0.09943573440308973,1.7860770662901901,1.0322824692495793,-0.7015387272034297,-0.9354226369519931,-1.3041519640764634,-1.7530124112085181,7.1457755586
1,3,1,1,1,0,1,2,1,1,1,2,8,3,2,2,2,2,1,2,2,2,2,2,2,1,-0.9050638468590275,0.9485085562097095,1.7868594992870959,0.6787111699265528,-0.27996112639453097,0.5448350382434479,0.20733915347325796,-0.6583065550220814,-0.783098143260314,0.2069883452
1,3,1,1,1,1,2,1,3,1,4,2,9,1,1,2,2,2,2,2,2,2,2,2,2,1,-1.414219521342881,0.8747785383127429,0.6808063725216422,-1.3147244573168315,1.5889603506408811,-1.0791908441921587,0.7077349904001989,0.4725137382217645,1.6338963072804946,0.2296331515
1,3,3,1,0,0,2,2,3,1,1,4,5,3,3,2,2,2,2,2,2,2,2,2,2,2,0.0030489178108851073,1.284871318298566,0.05516886460280318,-0.4397821355915933,-0.5830292715170606,0.2301183354871542,-0.6358498657939798,0.6881519072637774,0.504909462752983,0.3832955466
3,3,3,1,0,0,2,1,2,1,1,2,7,2,3,2,2,2,2,2,2,2,2,2,2,2,-0.9210739095242929,1.0553634796567966,-0.0024678722002394833,0.03557304806694319,-0.18838014312940224,0.4579844999714729,0.12913647842238818,1.8453322716873095,0.33909648885241694,0.2365432734
1,3,3,0,1,0,3,1,4,1,1,4,9,3,3,2,2,2,2,2,1,2,2,2,2,2,-0.21902465519598224,1.2192634208786364,1.490934449874248,-0.5353640912066837,-0.19663099855942717,-1.0592159406897406,-0.12030120984923429,0.32013168602123465,-0.44627821982517835,0.235798564
3,1,3,0,0,0,3,2,4,2,1,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2.0603754903029796,0.843359342918185,0.6258904452501919,2.3937958070354823,0.09234835723705562,0.9854687904253819,-0.35105142819440965,0.6629344590674436,-0.28483807003066763,0.8141843066
1,1,1,1,1,1,1,2,3,3,2,2,4,2,3,2,2,2,2,2,1,1,2,1,2,2,1.398068470400808,-0.003966142786240051,-0.24508327205364533,0.4528965992412797,-0.3334439292324243,-0.9891959210241141,-1.5546455956497618,-0.3411506856924952,0.4207130188287781,6.4534895697
3,1,1,1,0,0,3,2,4,1,1,2,6,2,3,2,2,2,2,2,2,2,2,2,2,1,0.17280509402602523,-0.515084398977337,-0.3198086276265871,-0.5566685990630497,2.4284822648502478,0.25119272913323104,0.7512551227959806,0.4229094731939228,0.37165495301125234,0.3495701207
2,1,3,1,1,1,2,2,4,2,1,2,7,3,3,1,2,2,2,2,1,1,2,2,1,1,-0.617299355289594,1.802478842630055,-0.44786931405563996,-0.6468402185938665,-0.5388104781827682,-0.9281481794185804,0.07739623235418064,-1.344828710200003,-1.5807790379873048,0.4060749285
3,3,1,0,0,0,1,2,3,2,1,4,7,1,3,2,2,2,2,2,2,2,1,2,2,1,-0.781012108428995,0.9910699688453932,0.7849064053795198,0.23571217291982893,-0.5689046175132818,-0.6167404491033859,1.0944636416771623,-0.1329844177287059,1.2107948115647353,0.2287837489
1,3,3,0,0,0,3,2,3,3,1,3,6,2,3,2,2,2,2,2,2,2,2,2,2,1,-0.48518532601938263,-0.7392088457619679,-0.16462405672414424,-0.49189463259755023,0.3748581240732334,0.11443115580608909,1.3032030379264725e-4,-0.49790175642943074,-1.4178361164258593,1.3706872671
1,3,3,1,0,0,1,2,3,1,1,4,8,5,3,2,2,2,2,2,1,2,2,2,2,2,0.604391220376636,0.03666264453043716,0.568387266129313,-0.33206653171785827,0.6035826084351216,-0.5298701148767919,-0.3988279985882594,-0.472234979414594,0.4318093824271527,0.2312210976
1,3,3,1,1,1,1,2,3,1,4,3,7,4,3,2,2,2,2,2,2,2,2,2,1,3,0.15944137929041294,1.284718734067052,1.7984153494615802,2.362669682135315,-0.3737761836046841,1.637036849644031,-0.439604650625966,-0.8184830975996278,-1.043697384569299,0.1665022364
1,1,3,1,1,1,1,1,4,1,1,2,9,4,3,1,2,2,2,2,2,1,1,1,2,3,-0.9057535235802171,-0.9264831994203339,-1.552214096617342,1.043439400925231,0.3800446784696248,-0.5880544178120332,0.10265362881488291,-0.15806933746684246,-0.702876091074344,0.127427384
1,1,2,0,0,0,2,1,3,1,1,4,8,4,1,2,2,2,2,2,2,2,2,2,2,1,-1.0370975889696448,1.0775988662874398,1.6720670972658274,-1.1305233823272918,2.3090135217781818,-0.21716082671295123,-1.7645361010658382,1.7376095656006523,-1.396951889333475,0.1088878196
1,3,3,1,0,0,3,2,1,2,1,3,1,3,3,2,2,1,2,2,2,2,2,2,2,2,0.39612008416096545,0.2009962443997098,-0.7062056022203586,-0.4813489042961886,-0.3408216270880502,0.38217116096228637,-0.3307477870493186,0.5166102486857526,-0.6299343422601039,0.5252594305
1,3,3,1,1,1,3,1,4,2,5,3,7,5,3,2,2,2,2,1,1,1,1,2,1,2,0.26368018274634225,-0.09677261886040209,-1.3777515043643533,-0.38648545199947026,-0.4339201181039178,-0.7836720387433157,-1.118123992300388,0.1608852649021348,-1.4152784875992361,0.1891497882
1,3,3,1,0,0,3,2,4,3,5,2,3,3,3,1,1,1,1,2,2,1,2,2,2,2,0.07596126779322433,-0.5500702564907168,-1.25670871543874,0.5567268301609865,-0.21111969741824319,0.41527232413509346,-1.5080690459755455,0.5960791902003989,-0.7198507494591124,1.9916923027
1,1,3,0,0,0,2,2,4,1,1,3,7,2,2,2,2,2,2,2,2,2,2,1,2,3,-0.35608248315883456,-0.5501577892624501,0.9899136931330703,-0.7917678390330483,1.3779419524459626,2.1642003089721333,-0.004581940315822127,0.18547413541847316,-1.6821574989872838,0.7901533481
1,2,1,0,0,0,2,2,1,1,1,4,9,2,1,2,2,2,2,2,2,2,2,2,2,1,-1.5076876019384668,0.5339909088789239,1.5628051974366866,-0.9132685178264176,0.9497875652407832,0.02675216023964081,1.8212966758932427,1.6609390531659336,-0.510477288121704,0.2790757392
3,3,1,1,1,1,3,1,4,2,2,1,4,3,3,1,2,2,1,1,2,2,1,1,1,1,-0.9960960307725649,-1.8217270295527517,0.649292707679407,-0.6100393796383762,0.33268430121182013,-0.8034878260907573,-1.2493080504841698,0.25609920394810093,0.6285122913809441,0.4438455068
3,1,1,1,0,0,3,1,4,1,1,4,2,2,3,2,2,2,1,2,1,1,2,2,1,2,-0.17164987585352304,-1.639004069932704,-0.39595437410172596,-0.041322162867568964,-0.03937040601428993,-0.07090745248957242,-0.5649269442445266,0.7142734215827475,0.4328636775290208,0.1264349514
1,1,1,1,1,0,3,2,3,1,1,2,9,3,1,2,2,2,2,2,1,2,2,2,2,2,-0.9008328788630561,0.16651878937821954,-0.04666992048866458,-0.6514863870513958,-0.5762777916894896,0.5332502644955656,-0.03086679277330123,-0.6927931550130524,-0.40379732603033996,0.2581379452
3,2,1,1,0,0,3,2,2,1,1,2,7,1,3,2,2,2,1,2,1,1,2,2,2,2,-0.6556807254050526,0.19508065567348193,1.7094930133964736,-0.7620523915015042,-1.0371765579848162,0.22871961844322836,1.1451246836470703,0.6759856277950833,0.5900247470732555,0.2903192663
1,1,3,1,1,0,1,1,4,2,1,3,6,4,1,2,2,2,2,2,1,2,2,2,2,3,-0.7368208582402692,-0.17720674293796895,-0.10569890356088164,-0.5678130725509064,-0.31323110107383434,-0.4976832502753794,-1.5058625810927366,0.9601029728363139,-0.5349095464330709,0.1260720613
3,3,3,1,1,1,3,2,4,2,4,1,5,3,2,2,1,2,2,2,2,2,2,2,2,2,-1.018830165446375,1.613528897887552,-0.9192202434535421,-0.14363297453313403,-1.0632579302128848,1.7850519702556074,-0.4515312419860221,1.1986419954117782,-0.6823908023612566,0.3306208002
3,3,3,0,0,0,3,2,3,3,1,4,1,3,3,2,2,2,2,2,2,2,2,2,2,4,1.3624509424791649,-0.14837639752054746,1.2139982451567033,2.7255504884938997,2.4228007435952676,2.1797622145471647,1.5179696013664314,1.3298719595157094,0.5384538052784622,3.8314135857
3,1,3,0,0,0,2,1,1,1,1,4,9,3,2,2,2,2,2,2,2,2,2,2,2,4,-1.2177812153213812,1.2999001660095757,1.149395979912141,-0.5141226938025684,2.657751962102993,-0.3589224162546912,-2.0820878436566352,0.8265164652573016,-1.4732434441394204,0.1629735403
1,3,1,1,0,0,1,1,3,2,1,4,6,3,2,2,2,2,2,2,2,1,2,2,1,2,-1.3887572108309767,1.250930793314773,1.9738535641301722,1.277183082937725,-0.8784526596864004,-0.8574162333426575,-0.5661724598443718,-0.48252639745001236,-0.543211097658118,0.6664856514
3,2,1,1,1,1,3,1,3,1,1,2,6,2,1,2,2,1,1,2,1,1,2,2,2,2,-0.2053160824912404,-1.158791312355096,-0.42973498525675374,-0.6639893433960494,-0.005210660035344955,0.45186626272031727,1.0693432409485073,0.7413995425977393,-0.519152938677977,0.1253704409
1,1,3,1,0,1,2,2,4,2,1,2,7,4,1,2,2,2,1,2,2,2,2,2,2,2,0.16061562869436707,1.3749960022828838,-0.5446306653569053,-0.42386767242624407,-0.5870093966543001,1.08400715664268,-0.6220082108221837,-1.5976671755942327,-1.6976355992388117,1.3678249295
1,1,3,1,0,0,3,2,2,1,1,3,7,5,1,2,2,2,2,2,2,2,2,2,1,2,0.21754806905972807,-1.141974570382195,0.393781382691717,0.3563908567939384,0.39986873492439345,0.12256775359041878,1.3653093664504463,-0.6600152495968784,-1.7377880374912065,0.6983734394
3,3,3,1,0,0,3,2,3,3,1,2,1,3,3,2,2,2,1,2,1,1,2,2,2,2,1.59011820873455,-0.9725108263912798,-0.9522327045531587,0.6259684894183557,-0.4410322811736704,0.32636438990910244,-0.4031895062974857,0.16188136800489397,0.28226454427389974,3.2730740794
1,1,3,1,1,1,3,2,1,1,1,4,7,5,3,2,2,2,1,2,1,1,1,2,2,4,-0.5661904623977607,-1.6439945250311214,0.4160266313154114,-0.35387363536466315,-0.45192595831513066,-0.1650419266690444,-1.4750214310604666,0.9914402576438854,-1.2098085333742323,0.195653585
3,3,3,1,0,1,3,1,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,1.4063447293406288,0.035747850337555176,-0.07712171835272513,-1.0178727966715444,-0.5791173807001596,-0.36360977511745457,0.0791931832561107,-0.14000386561416528,0.4180234756537911,0.2994438134
1,1,1,1,1,0,3,1,3,3,1,3,4,1,1,2,2,2,2,2,2,2,1,2,2,1,-1.2690262921964335,1.2487472867225315,1.2121923963258299,-0.8471070471276582,0.2885608021522031,-1.0233800197451612,-0.6334686357396562,1.5099904748690796,-0.40806164522893884,3.8986652613
1,1,1,0,0,0,2,2,1,2,1,4,3,2,1,2,2,2,2,2,2,2,1,2,2,1,-0.5200963443662594,-1.416238102993435,0.7874356669992693,-0.6624105304273422,1.1866875915851383,-0.886866681664072,-1.5602307596571912,0.6971165033882831,0.6371609583353947,1.4468293308
3,3,1,1,1,1,1,1,3,1,1,3,6,3,1,2,2,2,2,2,2,2,2,2,2,3,-0.9798179123247203,1.562599827061264,-1.1072763034669826,-0.7911654396043708,0.27482929300935444,0.0788959650010479,-0.10946362043682614,-1.7982110224346872,1.5771870276324937,0.4628777438
1,2,2,1,1,1,3,2,1,2,2,4,7,3,2,2,2,2,2,1,2,2,2,2,2,2,-0.24087553707066856,-1.0054367295713307,0.6807917187855294,1.912398896700631,0.6128174851510358,1.405060531866183,-1.165657443607869,-0.025800673918864026,-0.8633104339754176,1.2346774946
3,3,1,1,0,0,3,2,3,1,1,3,8,2,1,2,2,2,2,2,2,2,2,2,2,1,-0.685796990966231,1.0958913304383329,1.7752388186914765,0.5231590585464587,-0.3750408925628438,-0.6742477967268331,-0.6131239031271873,0.814749277028522,1.4246083616112204,0.2663708702
3,3,1,1,1,1,3,1,1,2,1,3,2,4,3,2,2,2,2,2,1,1,2,2,1,4,-0.6443176892631727,-0.3725305188941878,0.47024272803063066,-0.29477254731994895,-1.4430662810922306,-0.6831269163182959,-0.8055254510536161,-0.46658296474689925,-0.4985113444349239,0.1679101034
1,1,1,0,0,0,2,1,3,2,1,4,6,1,1,2,2,2,2,2,2,2,2,2,2,1,-0.7104615251279345,0.892051823959455,1.6439288379369308,-0.6672399587403575,0.8028700909849028,-0.8573191435031896,0.7605039281772477,-0.04585374437339566,0.5137394960913209,0.7779407732
3,3,3,1,0,1,3,1,4,3,1,1,7,3,3,2,2,2,2,2,2,2,2,2,2,3,-0.6817995977585106,-0.3826358338925748,0.27760580686516206,-0.6829916910751085,0.767663844552784,0.6745670974730279,-0.18131429302983756,-0.5946190676392722,1.5364733550458254,3.5314343035
1,1,3,1,1,1,2,2,1,3,5,3,7,4,3,2,2,2,1,1,1,1,1,2,2,3,0.37262048536261855,-1.1798408863604317,-0.6676000458847993,-0.4664058450072171,-1.0707423253408415,-0.43122303169302156,-1.265204179789126,0.142339192746746,-1.507845253851682,0.9534023804
3,2,1,1,0,0,1,1,2,1,1,3,6,1,3,2,2,2,2,2,2,2,2,2,2,1,-0.4634061408312102,0.9188132342793919,0.8397077112914606,1.575858702491241,-0.3266821480887876,-1.414012595449744,2.252835689283194,-0.16550298265154584,1.2382173690045417,0.1455406122
2,1,1,1,0,0,3,1,1,1,1,4,8,2,3,2,2,2,2,2,2,2,2,2,2,2,-0.9781772894456461,-0.041132995876481046,-0.2755508376312877,0.9019651716564645,0.8520163360031775,0.45084239495933937,1.7743027599736356,1.3972803096375086,0.1156225833764543,0.1776682414
1,3,1,1,0,0,1,1,2,1,1,4,7,2,1,2,2,2,2,2,2,2,2,2,2,1,1.3263912360082446,-0.18289331631886402,0.16674916239823714,-0.16390166436325518,0.17129648963728245,-1.192296161561572,-0.19411374644573193,1.6579554286598701,0.37882444028370854,0.1609029694
1,1,1,1,0,0,3,2,1,3,1,4,4,1,1,2,2,2,2,2,2,2,1,2,2,1,-0.5941381970265253,1.084934140542558,1.3076462052279128,-0.19535838107340187,1.2372693199031584,-0.5761836029610271,-0.6496746126985443,-1.1218547603109492,-1.4938800379372856,0.8715849305
1,1,1,1,0,1,2,1,3,3,1,2,4,2,1,2,1,2,2,2,2,2,2,2,2,1,-1.1327567005841965,0.9388422490327023,0.19361278220979597,-0.9269203263517055,0.7358457521431142,1.7852660081756437,0.2796298192722429,0.1531983656753696,-0.7256354952767433,2.0937751642
1,2,1,0,0,0,3,1,3,3,1,2,8,1,3,1,2,2,2,2,2,1,2,2,2,1,0.5365428914434838,0.964071942125743,1.8178125591634045,-0.4743296859186593,0.23250693284909926,-1.2882725850593466,0.6985733930163524,1.1208844752251024,-1.558058218120328,2.6685197051
1,3,1,0,0,0,3,1,1,3,1,4,7,3,3,2,2,2,2,2,2,2,2,2,2,1,-0.26142829037595894,1.0013090760672467,-0.9603422021468216,2.9458557556540224,3.210581596135836,-1.582704228166907,-0.16020701235531284,-0.008790123348320234,0.9699085073215855,1.6453127524
1,3,3,1,0,0,3,1,2,1,1,3,5,4,3,2,1,2,2,2,1,1,1,1,1,2,-0.7765642761017388,-1.0462316871877164,-1.6047240814344652,0.6999665234220086,0.08904421891885303,-0.17317956761100456,-1.103324222542732,-0.5868149701790195,-1.6221244525125955,0.6079537812
1,1,3,1,1,1,2,2,2,1,1,3,1,5,3,2,2,2,2,1,1,2,1,2,2,3,0.2120482015652877,-0.43634384616038713,-0.14184255744615953,-0.9285983521408001,0.5328937697126264,-0.24500669829542837,0.13697787756711766,-0.9564648787129055,-0.4785171688007419,0.3888633196
1,3,3,1,0,0,3,1,4,1,1,4,7,3,2,1,2,2,2,2,2,2,1,2,2,3,0.21593983529748823,0.1799216271668736,0.7662218024125099,-0.731992036959414,0.14003074106465965,0.565930136163228,0.0455667343582019,-0.5673555553454674,1.4140019268110495,0.5929248567
3,1,3,0,0,0,3,2,4,3,1,3,7,3,3,2,1,2,2,2,2,2,2,2,2,2,0.6685653050162838,0.5874834737252538,0.20643024361491172,3.016497045668247,2.637137640719004,-0.31597533564164493,0.4942196641848183,0.4178220318752489,0.7953943395050778,1.03715946
