weight,regulation,Charged_Content,Factor2,Factor3,Factor4,Factor5,Factor6,Political_Action,Factor8,Negative_Affect,correct_misinformation,bullying,support,deception,accurate_pic,censorship_very_likely,censorship_not_very_likely,censorship_not_at_all_likely,accept_selective_look,selective_vote_reminder,selective_emotion,male,some_college,college_grads,black,asian,mixed_race,other,below_30K,above_75K,very_conservative,conservative,liberal,very_liberal,age_18_29,age_50_64,age_65_up,region,ideology,age,race,income,education,SM6A_W35,SM6B_W35,political identity
0.0972194815,More Regulation,0.5913225911426598,0.3028456210195461,0.9381219826580707,-0.6458607392135763,-0.4609331173299316,-0.8433469203820961,-0.32586293230919217,0.38684813986895394,0.38953456660590485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,4,3,1,1,2,3,3,liberal
2.1642633921,Enough Regulation,0.9522272561052348,0.31631664277234905,-1.0012622110369738,-0.49349336938240673,0.22335558334737682,-0.5931157163190356,1.7393107323994952,-0.2390018147458138,1.6457929918369978,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,1,1,1,2,3,3,conservative
1.3123653202,More Regulation,0.07937873246489235,0.19717838866148266,-0.45096385076862205,0.7624269464796568,-0.008815922384083491,-1.0327653672312125,-0.07340671353895686,0.6844755693937492,-0.34294306775280936,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,3,1,3,moderate
0.0972340469,More Regulation,1.308868967951703,-2.1808766363797396,1.9366058816321345,0.46189109902199416,-0.47405191566817906,0.2013726208980274,1.2083808040218276,-1.0033415565989805,-0.5243528639341172,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,5,4,1,1,1,1,2,very liberal
0.2626055057,More Regulation,-0.2293779607546332,-0.670622317374149,-0.48197163153211453,-0.21265898279521134,-0.5882072453916327,-0.8516506816631296,-0.3626892034915345,-0.14165252390752614,0.392965898022599,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,2,1,1,1,1,3,liberal
0.1389870811,Enough Regulation,-1.5013956694708377,-0.36380859622105904,0.3286217944788967,-0.849283398385784,-1.2404391027550326,1.0443751411247502,0.13363785127513372,0.13964557688390242,0.7221487375230523,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,4,1,3,1,1,3,moderate
0.3094808861,Enough Regulation,0.4853456028472952,-1.0568808530989284,0.5483027757852297,0.09805819922553141,-0.27672645882693414,-0.6946090421103791,0.1317793779746963,-1.0387227361431737,0.4410189371093643,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,1,2,3,2,very conservative
0.1493322284,Enough Regulation,1.3834514390239983,0.45005121759035654,-0.9269812972511755,0.29251244935660786,-0.3068710541697392,0.33682710407731287,-0.13047921808708599,-0.16721675108132972,-0.5189699192624769,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,4,1,1,1,1,3,moderate
2.3660833081,More Regulation,1.117823694119539,-0.25814707025935213,0.030260082688423215,0.21095614664652124,-0.3298154554051266,-0.7000453660332959,-0.6130040992735576,-1.1401848872390057,1.4704797772834814,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,2,1,3,3,2,1,liberal
0.3412431974,More Regulation,-0.1589294609908039,1.0299210091826427,-0.5622196410506146,-0.6761639868714615,-0.8098073948748498,0.2395747093347833,2.2488899178778423,-1.1295016374069429,-1.4883281391345067,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,2,1,1,2,1,2,liberal
4.6340585739,Enough Regulation,0.12322049619110796,0.9331458364446559,-0.38294184649564683,-0.553765993412583,-0.39719800420898077,-1.0860856478573482,2.1166159511595093,0.6238071232079236,-0.3939743873039972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,4,1,3,3,3,3,moderate
0.5426419718,More Regulation,1.1030157833336196,-0.6584357006321211,0.15048654405262982,-0.4653597707176354,-0.5950473362650567,0.4836761531283934,0.04591502272360028,-0.20904179063858877,1.4074574093836862,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5,4,1,2,2,3,3,very liberal
0.186521524,Enough Regulation,-0.1859284772209426,0.3553162184364569,-0.5427757680549493,0.586986568610125,-0.2689413747537016,0.1697000690067138,-0.2078288990138999,-0.5055332735336515,0.7324356457828822,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,3,1,1,3,2,3,moderate
0.1605570152,More Regulation,-0.05164624286251271,-0.8747606330560644,-0.4154353842194639,0.13166970778401565,-0.17632130463685705,0.6240044198338527,-0.5651328699856036,0.5670091843417888,0.6012073123999306,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,1,3,1,moderate
0.1338996054,More Regulation,-0.8439108458939695,-0.8641635145464582,-0.2103452428864762,1.3556585137054766,0.8587343310469926,-0.2431247827362812,-0.4307684745152228,-0.8764144255087852,0.8780656740441991,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,3,1,2,1,3,2,liberal
0.3768525297,Enough Regulation,-0.580024673780767,-0.6623673915164726,0.9769562400401097,-0.6887164302285143,-0.10694647596323163,-0.4886615640787687,0.9485972627945476,-0.09598284967191749,-0.598913975056648,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,1,2,2,1,2,very conservative
0.6955994517,Enough Regulation,1.106939335430128,-0.41453820969362676,-0.5159544951767531,0.2224230565055993,-0.5627197849104438,-0.7974224099528855,-1.2513593044557667,0.21021916645488398,-0.6318903188354278,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,4,4,1,1,1,3,3,liberal
0.1573269718,More Regulation,0.22933853594874956,0.6931209366675356,0.8959690019411566,-0.4733136446367994,-0.5280234029622748,1.5631726914772912,0.41201522283814207,1.6578856083174185,-1.3530335530106425,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,3,1,1,1,3,3,moderate
1.3526517821,More Regulation,-0.05435194882831426,-0.14157952979181826,1.053195380995294,1.0330835433567094,-0.6691234410078327,-0.48310802923831175,0.5249194535684337,1.2673540856108252,-0.31301848900990975,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,4,4,2,3,2,2,3,liberal
0.3645896138,More Regulation,0.5059843721344529,-1.7371886168144897,0.17599824048966775,-0.9011830414394393,-0.0846646218633727,2.130554410357417,-0.22700253826538727,0.10713604888310918,0.4061670402293334,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,4,1,4,5,1,1,2,2,very conservative
0.217227169,Enough Regulation,0.3436116953075078,-0.27816515383685286,0.12141234968715482,2.082516025272621,-0.04727629603726739,0.3503843630784672,0.5081443874269383,0.044757781532238555,-0.1684293859503915,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,4,3,2,2,2,1,3,liberal
0.9686317397,Enough Regulation,0.48632083211731947,-1.0907256523306508,0.8212822413376786,-1.066721383258273,1.004142481891095,-0.36990510371000435,-0.8965970272183035,1.2756228938796441,0.2675188815675083,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,3,1,2,2,2,1,conservative
0.2176877115,More Regulation,-2.4028596369381794,-1.0710438325446978,-0.7179638115314857,2.2419137446655535,-1.0808704260725757,2.021546393611085,-1.306721331196002,-1.2173005550848737,1.0328732685640771,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,2,2,2,1,3,moderate
